iter	RMSE
511	5.184951489
512	5.18478586
513	5.184676664
514	5.184105751
515	5.183843674
516	5.183414578
517	5.183263738
518	5.18295032
519	5.182724645
520	5.18241117
521	5.18219259
522	5.181925282
523	5.181304591
524	5.181037246
525	5.180729683
526	5.180398971
527	5.180315064
528	5.179908156
529	5.179570407
530	5.179565162
531	5.179379607
532	5.179181626
533	5.178888293
534	5.178881852
535	5.17852131
536	5.178191761
537	5.178112913
538	5.1780624
539	5.17799524
540	5.177453926
541	5.177249902
542	5.177089697
543	5.17698677
544	5.176748311
545	5.176315075
546	5.176310365
547	5.175991337
548	5.175758857
549	5.175472119
550	5.175139387
551	5.174812653
552	5.174541019
553	5.174350835
554	5.173860662
555	5.173690867
556	5.173259504
557	5.173028462
558	5.172882604
559	5.172554145
560	5.172413282
561	5.172104298
562	5.171626289
563	5.171169134
564	5.171100479
565	5.17095087
566	5.170567459
567	5.170066283
568	5.169924736
569	5.169543362
570	5.169163693
571	5.168899323
572	5.168840404
573	5.16865827
574	5.168334588
575	5.167887099
576	5.167695654
577	5.167590716
578	5.167299364
579	5.166842373
580	5.16667941
581	5.166341296
582	5.166152795
583	5.165930107
584	5.165924577
585	5.165901746
586	5.16574187
587	5.165399892
588	5.165284302
589	5.164809729
590	5.164379967
591	5.164018768
592	5.163857801
593	5.163518888
594	5.16351371
595	5.163080752
596	5.163037702
597	5.162712315
598	5.162704066
599	5.162587098
600	5.16234053
601	5.161938099
602	5.161553727
603	5.16153111
604	5.161355096
605	5.160915244
606	5.160855902
607	5.160515062
608	5.160471146
609	5.160276981
610	5.159934227
611	5.159567184
612	5.159470697
613	5.159354781
614	5.159193514
615	5.158972202
616	5.158517289
617	5.158162932
618	5.158083244
619	5.157730262
620	5.157301733
621	5.157250709
622	5.157211562
623	5.157190261
624	5.156729366
625	5.156654296
626	5.156517963
627	5.156180668
628	5.156020135
629	5.155673947
630	5.155624103
631	5.155259745
632	5.155174992
633	5.154806951
634	5.154462854
635	5.154170708
636	5.153768202
637	5.153205542
638	5.152839154
639	5.152736423
640	5.15245748
641	5.152208307
642	5.151936413
643	5.15159454
644	5.151457559
645	5.151315576
646	5.151220561
647	5.150968151
648	5.150962417
649	5.150929011
650	5.15075095
651	5.15039055
652	5.1503847
653	5.14996826
654	5.149962367
655	5.149959269
656	5.149922587
657	5.149800764
658	5.149303828
659	5.149168514
660	5.148971618
661	5.148925296
662	5.148637659
663	5.148629378
664	5.148505652
665	5.148394392
666	5.148379107
667	5.148066608
668	5.1479742
669	5.147973038
670	5.147934249
671	5.14779867
672	5.147511637
673	5.147326584
674	5.147121282
675	5.147106314
676	5.147060895
677	5.147020114
678	5.146699572
679	5.146695062
680	5.14635755
681	5.146016481
682	5.145927581
683	5.145709732
684	5.145678264
685	5.145674906
686	5.145256143
687	5.145087424
688	5.145078046
689	5.144813518
690	5.144755896
691	5.144568051
692	5.144261892
693	5.14425745
694	5.144197174
695	5.143780606
696	5.143772769
697	5.143341056
698	5.143328091
699	5.142909271
700	5.142610478
701	5.142253962
702	5.142212475
703	5.141925114
704	5.141799862
705	5.141611869
706	5.141254049
707	5.141068671
708	5.141065446
709	5.140905553
710	5.140885572
711	5.140481443
712	5.140368133
713	5.139937238
714	5.139866702
715	5.139752105
716	5.139169863
717	5.139052411
718	5.138945402
719	5.138712714
720	5.138510011
721	5.138339245
722	5.137967844
723	5.137870588
724	5.137567173
725	5.137236088
726	5.136906791
727	5.136832872
728	5.136700889
729	5.135938206
730	5.135657403
731	5.135652197
732	5.135403131
733	5.135392673
734	5.13538737
735	5.135377693
736	5.135129206
737	5.135125927
738	5.135040234
739	5.134967746
740	5.134953854
741	5.134950452
742	5.13480195
743	5.13465869
744	5.134588596
745	5.134466624
746	5.134011856
747	5.133641781
748	5.133530972
749	5.133211896
750	5.133082213
751	5.132669854
752	5.132372619
753	5.132371016
754	5.132176774
755	5.132078316
756	5.132052348
757	5.131923376
758	5.131712241
759	5.131641964
760	5.131287803
761	5.130836325
762	5.130738732
763	5.130467118
764	5.130097501
765	5.129802684
766	5.129783398
767	5.129708797
768	5.129621424
769	5.12919322
770	5.129115276
771	5.128939009
772	5.12864596
773	5.128305882
774	5.127874772
775	5.127555166
776	5.127457466
777	5.126936445
778	5.126889291
779	5.126689509
780	5.126233463
781	5.125759101
782	5.125491239
783	5.125261419
784	5.125095465
785	5.124801332
786	5.124658737
787	5.124554409
788	5.124483199
789	5.124164885
790	5.124013312
791	5.12390494
792	5.123423839
793	5.123337585
794	5.12306262
795	5.123004237
796	5.122994192
797	5.122649369
798	5.122519953
799	5.122123391
800	5.121982109
801	5.12159253
802	5.121523974
803	5.121381993
804	5.121339485
805	5.121238245
806	5.12102079
807	5.120861534
808	5.120574566
809	5.120248826
810	5.120151369
811	5.119742113
812	5.119391065
813	5.119388135
814	5.119291135
815	5.118929124
816	5.118736541
817	5.118673719
818	5.118371761
819	5.118317167
820	5.118134122
821	5.118116787
822	5.117729729
823	5.117727365
824	5.117469239
825	5.117449709
826	5.117396298
827	5.11699833
828	5.116866161
829	5.116635299
830	5.116399549
831	5.11604419
832	5.116005076
833	5.115639712
834	5.115539056
835	5.115268644
836	5.115147736
837	5.114912671
838	5.114738588
839	5.114694787
840	5.114691737
841	5.11455307
842	5.114336335
843	5.114059021
844	5.113925029
845	5.11374944
846	5.113669282
847	5.113586564
848	5.113584522
849	5.113497466
850	5.113466138
851	5.113205911
852	5.11297955
853	5.112834255
854	5.112803829
855	5.112762436
856	5.112734524
857	5.112696677
858	5.112693162
859	5.11257942
860	5.112250169
861	5.112248057
862	5.112193832
863	5.111848841
864	5.111822457
865	5.111555697
866	5.11153959
867	5.111291182
868	5.11102047
869	5.110835586
870	5.110624525
871	5.11054458
872	5.110257396
873	5.110030983
874	5.109939817
875	5.109732952
876	5.109520894
877	5.109518762
878	5.109205024
879	5.108894628
880	5.108824474
881	5.10859403
882	5.108447253
883	5.10832595
884	5.108016113
885	5.107768791
886	5.107767054
887	5.107720266
888	5.107436682
889	5.107372023
890	5.10728062
891	5.107016815
892	5.106883821
893	5.10683012
894	5.10680005
895	5.106643504
896	5.1066332
897	5.10653367
898	5.106381472
899	5.106230982
900	5.106164668
901	5.105787954
902	5.105557336
903	5.105405015
904	5.105244458
905	5.105178894
906	5.105009504
907	5.104973944
908	5.104957901
909	5.10473095
910	5.104516296
911	5.104232798
912	5.103900764
913	5.103791322
914	5.103786878
915	5.1035104
916	5.103098822
917	5.102949323
918	5.102582412
919	5.10218442
920	5.102118277
921	5.101727937
922	5.10172633
923	5.101633895
924	5.10154498
925	5.101520632
926	5.1014598
927	5.101403304
928	5.101365344
929	5.101361842
930	5.101126754
931	5.101011761
932	5.100684254
933	5.10050702
934	5.100473793
935	5.100023477
936	5.099988941
937	5.099829227
938	5.09950848
939	5.099328671
940	5.099212685
941	5.098871322
942	5.098794538
943	5.098791126
944	5.098592198
945	5.098408524
946	5.097929316
947	5.097625804
948	5.097521419
949	5.0974918
950	5.097320103
951	5.097104563
952	5.096857598
953	5.096837128
954	5.096772528
955	5.096349199
956	5.096120994
957	5.095906307
958	5.095657766
959	5.095584693
960	5.095403657
961	5.094996642
962	5.094694469
963	5.094442655
964	5.094272432
965	5.094105083
966	5.093991768
967	5.093726981
968	5.093460821
969	5.093416335
970	5.093305187
971	5.092743969
972	5.092662278
973	5.092361916
974	5.092018201
975	5.091909872
976	5.091823767
977	5.091552256
978	5.091547407
979	5.091218697
980	5.090886982
981	5.090742715
982	5.090647891
983	5.090478147
984	5.090197297
985	5.090002244
986	5.089816127
987	5.089778054
988	5.089742097
989	5.089371841
990	5.089212693
991	5.088984762
992	5.088635122
993	5.088556623
994	5.088464704
995	5.088070831
996	5.087998475
997	5.087994087
998	5.087944815
999	5.087646975
